Dependency=Geometry Building Type ACS	Dependency=PUMA	Option=<1940	Option=1940s	Option=1950s	Option=1960s	Option=1970s	Option=1980s	Option=1990s	Option=2000s	Option=2010s	source_count	source_weight	sampling_probability
Single-Family Detached	"IN, 01802"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	1485	37761	0.000264951
10 to 19 Unit	"IN, 01803"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	42	1430	9.99E-06
2 Unit	"IN, 01803"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	12	311	2.17E-06
20 to 49 Unit	"IN, 01803"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	27	1122	7.84E-06
3 or 4 Unit	"IN, 01803"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	36	975	6.81E-06
5 to 9 Unit	"IN, 01803"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	44	1463	1.02E-05
50 or more Unit	"IN, 01803"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	22	684	4.78E-06
Mobile Home	"IN, 01803"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	28	890	6.22E-06
Single-Family Attached	"IN, 01803"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	44	1285	8.98E-06
Single-Family Detached	"IN, 01803"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	1181	38559	0.000269313
10 to 19 Unit	"IN, 01900"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	35	1022	7.64E-06
2 Unit	"IN, 01900"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	95	1877	1.40E-05
20 to 49 Unit	"IN, 01900"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	37	721	5.39E-06
3 or 4 Unit	"IN, 01900"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	98	2263	1.69E-05
5 to 9 Unit	"IN, 01900"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	73	1491	1.11E-05
50 or more Unit	"IN, 01900"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	32	715	5.34E-06
Mobile Home	"IN, 01900"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	183	3369	2.52E-05
Single-Family Attached	"IN, 01900"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	82	1401	1.05E-05
Single-Family Detached	"IN, 01900"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	2748	46223	0.000345368
10 to 19 Unit	"IN, 02000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	64	1656	1.24E-05
2 Unit	"IN, 02000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	102	2152	1.61E-05
20 to 49 Unit	"IN, 02000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	38	985	7.35E-06
3 or 4 Unit	"IN, 02000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	108	2499	1.86E-05
5 to 9 Unit	"IN, 02000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	100	2239	1.67E-05
50 or more Unit	"IN, 02000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	41	1262	9.42E-06
Mobile Home	"IN, 02000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	104	2272	1.70E-05
Single-Family Attached	"IN, 02000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	41	946	7.06E-06
Single-Family Detached	"IN, 02000"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	1903	38705	0.000288835
10 to 19 Unit	"IN, 02100"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	29	731	5.39E-06
2 Unit	"IN, 02100"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	48	935	6.90E-06
20 to 49 Unit	"IN, 02100"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	16	274	2.02E-06
3 or 4 Unit	"IN, 02100"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	59	1280	9.44E-06
5 to 9 Unit	"IN, 02100"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	37	855	6.31E-06
50 or more Unit	"IN, 02100"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	24	345	2.55E-06
Mobile Home	"IN, 02100"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	205	4333	3.20E-05
Single-Family Attached	"IN, 02100"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	66	1659	1.22E-05
Single-Family Detached	"IN, 02100"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	2200	41748	0.000308033
10 to 19 Unit	"IN, 02200"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	68	2428	1.72E-05
2 Unit	"IN, 02200"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	34	766	5.44E-06
20 to 49 Unit	"IN, 02200"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	20	491	3.49E-06
3 or 4 Unit	"IN, 02200"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	50	1044	7.41E-06
5 to 9 Unit	"IN, 02200"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	86	3179	2.26E-05
50 or more Unit	"IN, 02200"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	40	1152	8.18E-06
Mobile Home	"IN, 02200"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	30	863	6.13E-06
Single-Family Attached	"IN, 02200"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	88	2173	1.54E-05
Single-Family Detached	"IN, 02200"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	1975	49659	0.000352647
10 to 19 Unit	"IN, 02301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	124	4153	3.08E-05
2 Unit	"IN, 02301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	25	899	6.66E-06
20 to 49 Unit	"IN, 02301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	47	1533	1.14E-05
3 or 4 Unit	"IN, 02301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	130	3917	2.90E-05
5 to 9 Unit	"IN, 02301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	209	7199	5.33E-05
50 or more Unit	"IN, 02301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	69	1908	1.41E-05
Mobile Home	"IN, 02301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	6771	98	7.26E-07
Single-Family Attached	"IN, 02301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	201	4543	3.37E-05
Single-Family Detached	"IN, 02301"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	1051	22402	0.000166008
10 to 19 Unit	"IN, 02302"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	147	3710	2.77E-05
2 Unit	"IN, 02302"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	30	462	3.45E-06
20 to 49 Unit	"IN, 02302"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	75	1609	1.20E-05
3 or 4 Unit	"IN, 02302"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	157	3642	2.72E-05
5 to 9 Unit	"IN, 02302"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	260	7306	5.46E-05
50 or more Unit	"IN, 02302"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	108	2366	1.77E-05
Mobile Home	"IN, 02302"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	6771	80	5.97E-07
Single-Family Attached	"IN, 02302"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	190	3690	2.76E-05
Single-Family Detached	"IN, 02302"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	1780	31165	0.000232696
10 to 19 Unit	"IN, 02303"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	72	2568	1.91E-05
2 Unit	"IN, 02303"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	14	452	3.36E-06
20 to 49 Unit	"IN, 02303"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	19	661	4.92E-06
3 or 4 Unit	"IN, 02303"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	89	3163	2.35E-05
5 to 9 Unit	"IN, 02303"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	154	6567	4.88E-05
50 or more Unit	"IN, 02303"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	46	1320	9.82E-06
Mobile Home	"IN, 02303"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	71	2871	2.13E-05
Single-Family Attached	"IN, 02303"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	125	3526	2.62E-05
Single-Family Detached	"IN, 02303"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	1245	33783	0.0002512
10 to 19 Unit	"IN, 02304"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	156	5243	4.07E-05
2 Unit	"IN, 02304"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	47	1135	8.82E-06
20 to 49 Unit	"IN, 02304"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	67	2149	1.67E-05
3 or 4 Unit	"IN, 02304"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	143	4543	3.53E-05
5 to 9 Unit	"IN, 02304"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	168	4978	3.87E-05
50 or more Unit	"IN, 02304"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	87	2037	1.58E-05
Mobile Home	"IN, 02304"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	101	2046	1.59E-05
Single-Family Attached	"IN, 02304"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	122	2843	2.21E-05
Single-Family Detached	"IN, 02304"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	1801	34804	0.000270434
10 to 19 Unit	"IN, 02305"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	119	2716	1.99E-05
2 Unit	"IN, 02305"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	127	2044	1.50E-05
20 to 49 Unit	"IN, 02305"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	197	4416	3.23E-05
3 or 4 Unit	"IN, 02305"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	130	2491	1.82E-05
5 to 9 Unit	"IN, 02305"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	124	2897	2.12E-05
50 or more Unit	"IN, 02305"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	313	7352	5.38E-05
Mobile Home	"IN, 02305"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	14	262	1.92E-06
Single-Family Attached	"IN, 02305"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	536	11415	8.35E-05
Single-Family Detached	"IN, 02305"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	2597	47249	0.000345748
10 to 19 Unit	"IN, 02306"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	95	3888	2.80E-05
2 Unit	"IN, 02306"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	28	544	3.92E-06
20 to 49 Unit	"IN, 02306"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	55	1446	1.04E-05
3 or 4 Unit	"IN, 02306"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	80	2993	2.16E-05
5 to 9 Unit	"IN, 02306"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	135	4817	3.47E-05
50 or more Unit	"IN, 02306"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	67	1201	8.66E-06
Mobile Home	"IN, 02306"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	31	1340	9.66E-06
Single-Family Attached	"IN, 02306"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	131	3513	2.53E-05
Single-Family Detached	"IN, 02306"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	1789	48577	0.000350323
10 to 19 Unit	"IN, 02307"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	131	4903	3.69E-05
2 Unit	"IN, 02307"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	41	1077	8.11E-06
20 to 49 Unit	"IN, 02307"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	38	988	7.44E-06
3 or 4 Unit	"IN, 02307"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	112	2859	2.15E-05
5 to 9 Unit	"IN, 02307"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	176	4603	3.47E-05
50 or more Unit	"IN, 02307"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	82	2053	1.55E-05
Mobile Home	"IN, 02307"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	39	1011	7.61E-06
Single-Family Attached	"IN, 02307"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	167	4689	3.53E-05
Single-Family Detached	"IN, 02307"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	1512	36631	0.000275881
10 to 19 Unit	"IN, 02400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	79	3671	2.66E-05
2 Unit	"IN, 02400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	26	584	4.23E-06
20 to 49 Unit	"IN, 02400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	21	711	5.15E-06
3 or 4 Unit	"IN, 02400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	46	1393	1.01E-05
5 to 9 Unit	"IN, 02400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	68	2582	1.87E-05
50 or more Unit	"IN, 02400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	34	1203	8.71E-06
Mobile Home	"IN, 02400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	61	1919	1.39E-05
Single-Family Attached	"IN, 02400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	122	3345	2.42E-05
Single-Family Detached	"IN, 02400"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	1732	45507	0.000329446
10 to 19 Unit	"IN, 02500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	30	946	6.89E-06
2 Unit	"IN, 02500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	66	1364	9.94E-06
20 to 49 Unit	"IN, 02500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	27	809	5.89E-06
3 or 4 Unit	"IN, 02500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	43	1040	7.58E-06
5 to 9 Unit	"IN, 02500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	62	1885	1.37E-05
50 or more Unit	"IN, 02500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	15	413	3.01E-06
Mobile Home	"IN, 02500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	54	1056	7.69E-06
Single-Family Attached	"IN, 02500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	60	1328	9.68E-06
Single-Family Detached	"IN, 02500"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	1779	40646	0.000296161
10 to 19 Unit	"IN, 02600"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	32	986	7.36E-06
2 Unit	"IN, 02600"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	103	2107	1.57E-05
20 to 49 Unit	"IN, 02600"	0.009402397	0.016750667	0.079390962	0.085129812	0.231544619	0.224386938	0.097962814	0.127715895	0.127715895	35	908	6.78E-06
