Dependency=Census Division	Dependency=Geometry Building Type RECS	Dependency=Income RECS2020	Dependency=PUMA Metro Status	Dependency=Tenure	Dependency=Vintage ACS	Option=0-499	Option=500-749	Option=750-999	Option=1000-1499	Option=1500-1999	Option=2000-2499	Option=2500-2999	Option=3000-3999	Option=4000+	source_count	source_weight	sampling_probability
New England	Single-Family Attached	150000+	Not/partially in metro area	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.0137848	0.171978	2.75E-07
New England	Single-Family Attached	150000+	Not/partially in metro area	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.47116	217.643	1.80E-06
New England	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.26034	1276.7	1.63E-05
New England	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.995132	4029.39	2.82E-05
New England	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	3.64824	12477.5	5.26E-05
New England	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	1.41435	5979.94	2.00E-05
New England	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	1.63E-20	2.15E-38	4.43E-06
New England	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.710731	2446.05	1.72E-05
New England	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.780368	649.009	1.07E-05
New England	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.616159	2048.34	1.80E-05
New England	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	2.25889	6342.93	3.23E-05
New England	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.875726	3039.91	1.25E-05
New England	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	1.01E-20	1.09E-38	6.52E-06
New England	Single-Family Attached	20000-39999	"In metro area, not/partially in principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.440065	1243.45	2.47E-05
New England	Single-Family Attached	20000-39999	"In metro area, principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.76396	747.12	3.32E-06
New England	Single-Family Attached	20000-39999	"In metro area, principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	2.03948	1962.77	4.22E-06
New England	Single-Family Attached	20000-39999	"In metro area, principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	8.35187	8228.83	4.11E-06
New England	Single-Family Attached	20000-39999	"In metro area, principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	1.67725	1665.19	3.60E-07
New England	Single-Family Attached	20000-39999	"In metro area, principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.530844	108.482	5.86E-07
New England	Single-Family Attached	20000-39999	"In metro area, principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	2.39077	2514.36	3.11E-06
New England	Single-Family Attached	20000-39999	"In metro area, principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.20589	201.561	4.73E-06
New England	Single-Family Attached	20000-39999	"In metro area, principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.549648	529.524	6.96E-06
New England	Single-Family Attached	20000-39999	"In metro area, principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	2.25086	2220.01	7.47E-06
New England	Single-Family Attached	20000-39999	"In metro area, principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.452027	449.242	5.13E-06
New England	Single-Family Attached	20000-39999	"In metro area, principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.143065	29.2667	8.57E-07
New England	Single-Family Attached	20000-39999	"In metro area, principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.644323	678.334	1.07E-05
New England	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	7.85E-21	5.98E-38	1.43E-06
New England	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	3.60383	2666.98	3.87E-06
New England	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	5.1781	3159.99	1.45E-05
New England	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.336042	56.6134	3.45E-06
New England	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.0169795	1.22319	1.86E-06
New England	Single-Family Attached	20000-39999	Not/partially in metro area	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.8121	1547.98	5.03E-06
New England	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	3.30E-20	1.55E-38	1.60E-06
New England	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	15.1609	690.684	5.13E-06
New England	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	21.7837	818.361	1.07E-05
New England	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	1.41369	14.6615	4.86E-06
New England	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.0714305	0.316777	9.54E-07
New England	Single-Family Attached	20000-39999	Not/partially in metro area	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	7.62327	400.89	4.36E-06
New England	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	3.87797	699.197	1.29E-05
New England	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	3.06194	2206.74	3.52E-05
New England	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	11.2254	6833.43	5.65E-05
New England	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	4.35184	3274.98	2.23E-05
New England	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	5.01E-20	1.18E-38	9.58E-06
New England	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	2.18686	1339.61	2.18E-05
New England	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	2.40113	355.437	9.57E-06
New England	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	1.89587	1121.8	1.40E-05
New England	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	6.95044	3473.78	2.98E-05
New England	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	2.69454	1664.84	1.40E-05
New England	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	3.10E-20	5.98E-39	3.65E-06
New England	Single-Family Attached	40000-59999	"In metro area, not/partially in principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.35405	680.989	1.42E-05
New England	Single-Family Attached	40000-59999	"In metro area, principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.725762	822.103	1.93E-06
New England	Single-Family Attached	40000-59999	"In metro area, principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	1.93751	2159.76	4.22E-06
New England	Single-Family Attached	40000-59999	"In metro area, principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	7.93428	9054.69	4.93E-06
New England	Single-Family Attached	40000-59999	"In metro area, principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	1.59339	1832.31	1.47E-06
New England	Single-Family Attached	40000-59999	"In metro area, principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.504302	119.369	3.64E-07
New England	Single-Family Attached	40000-59999	"In metro area, principal city"	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	2.27124	2766.71	4.11E-06
New England	Single-Family Attached	40000-59999	"In metro area, principal city"	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	0.195596	221.79	2.88E-06
New England	Single-Family Attached	40000-59999	"In metro area, principal city"	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	0.522166	582.669	2.91E-06
New England	Single-Family Attached	40000-59999	"In metro area, principal city"	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	2.13832	2442.81	4.93E-06
New England	Single-Family Attached	40000-59999	"In metro area, principal city"	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.429425	494.329	3.61E-06
New England	Single-Family Attached	40000-59999	"In metro area, principal city"	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.135911	32.204	6.29E-08
New England	Single-Family Attached	40000-59999	"In metro area, principal city"	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	0.612107	746.414	4.02E-06
New England	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	4.41E-21	7.35E-38	1.04E-06
New England	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	2.0232	3278.42	7.53E-06
New England	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	2.90701	3884.45	1.56E-05
New England	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.188655	69.5927	1.90E-06
New England	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.00953232	1.50362	5.48E-07
New England	Single-Family Attached	40000-59999	Not/partially in metro area	Owner	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	1.01732	1902.88	3.26E-06
New England	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	1.85E-20	1.90E-38	1.92E-06
New England	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	8.51137	849.032	1.89E-06
New England	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	12.2294	1005.98	4.58E-06
New England	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	0.79365	18.0229	1.80E-06
New England	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	0.0401014	0.389402	6.38E-07
New England	Single-Family Attached	40000-59999	Not/partially in metro area	Renter	<1940	0	0.017338793	0.054881178	0.334664866	0.316993873	0.133781946	0.093989162	0.027644989	0.020705192	4.27973	492.8	2.95E-06
New England	Single-Family Attached	60000-99999	"In metro area, not/partially in principal city"	Owner	1940-59	0	0.023612105	0.084637017	0.456402091	0.231165046	0.083448017	0.083024217	0.011046702	0.026664805	6.20475	922.511	2.29E-05
New England	Single-Family Attached	60000-99999	"In metro area, not/partially in principal city"	Owner	1960-79	0	0.013220897	0.075203185	0.438430912	0.256063949	0.094326081	0.090824982	0.019177596	0.012752397	4.89911	2911.54	4.78E-05
New England	Single-Family Attached	60000-99999	"In metro area, not/partially in principal city"	Owner	1980-99	0	0.031722229	0.064239058	0.291880263	0.247177222	0.172605155	0.112603101	0.056473651	0.023299321	17.9606	9015.94	0.000121532
New England	Single-Family Attached	60000-99999	"In metro area, not/partially in principal city"	Owner	2000-09	0	0	0	0.195793117	0.282491169	0.113056068	0.205543123	0.126932076	0.076184446	6.96295	4320.97	4.90E-05
New England	Single-Family Attached	60000-99999	"In metro area, not/partially in principal city"	Owner	2010s	0	0	0.11268418	0.247125395	0.128836206	0.144088231	0.176130282	0.08779054	0.103345165	8.01E-20	1.55E-38	1.64E-05
